,locus_tag,protein_id,name
1437,I6J27_07410,QRP17801,zinc-binding dehydrogenase
1438,I6J27_07415,QRP17802,isoleucine--tRNA ligase
1439,I6J27_07420,QRP20160,MFS transporter
1440,I6J27_07425,QRP17803,GntR family transcriptional regulator
1441,I6J27_07430,QRP17804,DNA polymerase IV
1442,I6J27_07435,QRP17805,asparaginase
1443,I6J27_07440,QRP17806,hypothetical protein
1444,I6J27_07445,QRP17807,hypothetical protein
1445,I6J27_07450,QRP17808,signal peptidase II
1446,I6J27_07455,QRP17809,RluA family pseudouridine synthase
1447,I6J27_07460,QRP17810,hypothetical protein
1448,I6J27_07465,QRP17811,permease
1449,I6J27_07470,QRP17812,EamA family transporter RarD
1450,I6J27_07475,QRP17813,DNA polymerase III subunit alpha
1451,I6J27_07480,QRP17814,cobalamin-independent methionine synthase II family protein
1452,I6J27_07485,QRP17815,hypothetical protein
1453,I6J27_07490,1454,hypothetical protein
1454,I6J27_07495,QRP17816,hypothetical protein
1455,I6J27_07500,QRP17817,threonine ammonia-lyase IlvA
1456,I6J27_07505,QRP17818,YigZ family protein
1457,I6J27_07510,QRP17819,hypothetical protein
1458,I6J27_07515,QRP17820,RNA-binding S4 domain-containing protein
1459,I6J27_07520,QRP17821,GTP pyrophosphokinase family protein
1460,I6J27_07525,QRP20161,hypothetical protein
1461,I6J27_07530,QRP17822,DNA polymerase III subunit epsilon
1462,I6J27_07535,QRP17823,glycogen debranching protein GlgX
1463,I6J27_07540,QRP17824,TetR family transcriptional regulator
1464,I6J27_07545,QRP17825,hypothetical protein
1465,I6J27_07550,QRP20162,hypothetical protein
1466,I6J27_07555,QRP20163,YbjN domain-containing protein
1467,I6J27_07560,QRP17826,histidinol dehydrogenase
1468,I6J27_07565,QRP17827,histidinol-phosphate transaminase
1469,I6J27_07570,QRP17828,imidazoleglycerol-phosphate dehydratase HisB
1470,I6J27_07575,QRP17829,hypothetical protein
1471,I6J27_07580,QRP20164,MFS transporter
1472,I6J27_07585,QRP17830,imidazole glycerol phosphate synthase subunit HisH
1473,I6J27_07590,QRP17831,bifunctional 1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase/phosphoribosylanthranilate isomerase PriA
1474,I6J27_07595,QRP17832,inositol monophosphatase family protein
1475,I6J27_07600,QRP17833,imidazole glycerol phosphate synthase subunit HisF
1476,I6J27_07605,QRP17834,phosphoribosyl-AMP cyclohydrolase
1477,I6J27_07610,QRP17835,TIGR02234 family membrane protein
1478,I6J27_07615,QRP17836,indole-3-glycerol-phosphate synthase TrpC
1479,I6J27_07620,QRP17837,prolipoprotein diacylglyceryl transferase
1480,I6J27_07625,QRP20165,pyruvate kinase
1481,I6J27_07630,QRP17838,HNH endonuclease
1482,I6J27_07635,QRP17839,glycogen/starch/alpha-glucan phosphorylase
1483,I6J27_07640,QRP17840,amidohydrolase
1484,I6J27_07645,QRP17841,hypothetical protein
1485,I6J27_07650,QRP17842,glycerate kinase
1486,I6J27_07655,QRP17843,NADP-specific glutamate dehydrogenase
1487,I6J27_07660,QRP17844,DivIVA domain-containing protein
1488,I6J27_07665,QRP17845,hypothetical protein
1489,I6J27_07670,QRP20166,DUF177 domain-containing protein
1490,I6J27_07675,QRP17846,ribonuclease III
1491,I6J27_07680,QRP20167,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
1492,I6J27_07685,QRP17847,alanine:cation symporter family protein
1493,I6J27_07690,QRP17848,acylphosphatase
1494,I6J27_07695,QRP17849,chromosome segregation protein SMC
1495,I6J27_07700,QRP17850,signal recognition particle-docking protein FtsY
1496,I6J27_07705,QRP17851,DUF4040 family protein
1497,I6J27_07710,QRP17852,cation:proton antiporter subunit C
1498,I6J27_07715,QRP17853,monovalent cation/H+ antiporter subunit D family protein
1499,I6J27_07720,QRP17854,monovalent cation/H+ antiporter subunit E
1500,I6J27_07725,QRP17855,cation:proton antiporter
1501,I6J27_07730,QRP17856,Na+/H+ antiporter subunit G
1502,I6J27_07735,QRP17857,ammonium transporter
1503,I6J27_07740,QRP17858,P-II family nitrogen regulator
1504,I6J27_07745,QRP17859,[protein-PII
1505,I6J27_07750,QRP17860,signal recognition particle protein
1506,I6J27_07755,QRP17861,TIGR04053 family radical SAM/SPASM domain-containing protein
1507,I6J27_07760,QRP17862,acyltransferase
1508,I6J27_07765,QRP17863,30S ribosomal protein S16
1509,I6J27_07770,QRP17864,cupin domain-containing protein
1510,I6J27_07775,QRP17865,ribosome maturation factor RimM
1511,I6J27_07780,QRP17866,tRNA (guanosine(37)-N1)-methyltransferase TrmD
1512,I6J27_07785,QRP17867,hypothetical protein
1513,I6J27_07790,QRP17868,hypothetical protein
1514,I6J27_07795,QRP17869,RNA-binding transcriptional accessory protein
1515,I6J27_07800,QRP17870,YhgE/Pip domain-containing protein
1516,I6J27_07805,QRP17871,ThiF family adenylyltransferase
1517,I6J27_07810,QRP17872,thiazole synthase
1518,I6J27_07815,QRP17873,sulfur carrier protein ThiS
1519,I6J27_07820,QRP17874,glycine oxidase ThiO
1520,I6J27_07825,QRP17875,thiamine phosphate synthase
1521,I6J27_07830,QRP17876,phosphomethylpyrimidine synthase ThiC
1522,I6J27_07835,QRP17877,50S ribosomal protein L19
1523,I6J27_07840,QRP20168,signal peptidase I
1524,I6J27_07845,QRP17878,signal peptidase I
1525,I6J27_07850,QRP20169,ribonuclease HII
1526,I6J27_07855,QRP17879,DUF2469 domain-containing protein
1527,I6J27_07860,QRP17880,YraN family protein
1528,I6J27_07865,QRP17881,YifB family Mg chelatase-like AAA ATPase
1529,I6J27_07870,QRP17882,DNA-protecting protein DprA
1530,I6J27_07875,QRP17883,tyrosine recombinase XerC
1531,I6J27_07880,QRP17884,M23 family metallopeptidase
1532,I6J27_07885,QRP17885,30S ribosomal protein S2
1533,I6J27_07890,QRP17886,elongation factor Ts
1534,I6J27_07895,QRP17887,UMP kinase
1535,I6J27_07900,QRP17888,ribosome recycling factor
1536,I6J27_07905,QRP17889,phosphatidate cytidylyltransferase
1537,I6J27_07910,QRP17890,DUF1049 domain-containing protein
1538,I6J27_07915,QRP17891,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
1539,I6J27_07920,QRP17892,DUF2631 domain-containing protein
1540,I6J27_07925,QRP17893,1-deoxy-D-xylulose-5-phosphate reductoisomerase
1541,I6J27_07930,QRP17894,site-2 protease family protein
1542,I6J27_07935,QRP17895,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
1543,I6J27_07940,QRP17896,penicillin-binding transpeptidase domain-containing protein
1544,I6J27_07945,QRP17897,type I methionyl aminopeptidase
1545,I6J27_07950,QRP17898,mycothione reductase
1546,I6J27_07955,QRP17899,alpha/beta hydrolase
1547,I6J27_07960,QRP17900,malate dehydrogenase (quinone)
1548,I6J27_07965,QRP20170,YdiU family protein
1549,I6J27_07970,QRP17901,PhzF family phenazine biosynthesis protein
1550,I6J27_07975,QRP17902,DUF4921 family protein
1551,I6J27_07980,QRP20271,hypothetical protein
1552,I6J27_07985,QRP17903,IS21 family transposase
1553,I6J27_07990,QRP17904,ATP-binding protein
1554,I6J27_07995,QRP17905,peroxide stress protein YaaA
1555,I6J27_08000,QRP17906,proline--tRNA ligase
1556,I6J27_08005,QRP17907,transglycosylase family protein
1557,I6J27_08010,QRP17908,MMPL family transporter
1558,I6J27_08015,QRP20171,DUF4439 domain-containing protein
1559,I6J27_08020,QRP17909,ribosome maturation factor RimP
1560,I6J27_08025,QRP17910,transcription termination/antitermination protein NusA
1561,I6J27_08030,QRP17911,YlxR family protein
1562,I6J27_08035,QRP17912,translation initiation factor IF-2
1563,I6J27_08040,QRP17913,30S ribosome-binding factor RbfA
1564,I6J27_08045,QRP17914,bifunctional oligoribonuclease/PAP phosphatase NrnA
1565,I6J27_08050,QRP17915,MATE family efflux transporter
1566,I6J27_08055,QRP17916,metallophosphoesterase
1567,I6J27_08060,QRP17917,4'-phosphopantetheinyl transferase superfamily protein
1568,I6J27_08065,QRP17918,tRNA pseudouridine(55) synthase TruB
1569,I6J27_08070,QRP17919,bifunctional riboflavin kinase/FAD synthetase
1570,I6J27_08075,QRP17920,nucleoside hydrolase
1571,I6J27_08080,QRP17921,30S ribosomal protein S15
1572,I6J27_08085,QRP17922,DUF4288 domain-containing protein
1573,I6J27_08090,QRP17923,CPBP family intramembrane metalloprotease
1574,I6J27_08095,QRP17924,ISL3 family transposase
1575,I6J27_08100,QRP17925,polyribonucleotide nucleotidyltransferase
1576,I6J27_08105,QRP17926,hypothetical protein
1577,I6J27_08110,QRP17927,VOC family protein
1578,I6J27_08115,QRP17928,4-hydroxy-tetrahydrodipicolinate reductase
1579,I6J27_08120,QRP17929,FAD-dependent thymidylate synthase
1580,I6J27_08125,QRP17930,4-hydroxy-tetrahydrodipicolinate synthase
1581,I6J27_08130,QRP17931,ribonuclease J
1582,I6J27_08135,QRP20172,TIGR03085 family protein
1583,I6J27_08140,QRP17932,DNA translocase FtsK 4TM domain-containing protein
1584,I6J27_08145,QRP17933,TerC family protein
1585,I6J27_08150,QRP17934,hypothetical protein
1586,I6J27_08155,QRP17935,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1587,I6J27_08160,QRP17936,nicotinamide-nucleotide amidohydrolase family protein
1588,I6J27_08165,QRP20173,helix-turn-helix transcriptional regulator
1589,I6J27_08170,QRP17937,PspA/IM30 family protein
1590,I6J27_08175,QRP17938,energy-coupling factor transporter transmembrane protein EcfT
1591,I6J27_08180,QRP17939,ABC transporter ATP-binding protein
1592,I6J27_08185,QRP17940,biotin transporter BioY
1593,I6J27_08190,QRP17941,DUF3046 domain-containing protein
1594,I6J27_08195,QRP17942,recombinase RecA
1595,I6J27_08200,QRP17943,recombination regulator RecX
1596,I6J27_08205,QRP17944,amino acid ABC transporter permease
1597,I6J27_08210,QRP17945,glutamate ABC transporter permease GluC
1598,I6J27_08215,QRP17946,glutamate ABC transporter substrate-binding protein
1599,I6J27_08220,QRP20174,glutamate ABC transporter ATP-binding protein GluA
1600,I6J27_08225,QRP20175,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
1601,I6J27_08230,QRP17947,hypothetical protein
1602,I6J27_08235,QRP17948,GNAT family N-acetyltransferase
1603,I6J27_08240,QRP17949,DUF349 domain-containing protein
1604,I6J27_08245,QRP17950,hypothetical protein
1605,I6J27_08250,QRP20176,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
1606,I6J27_08255,QRP17951,diaminopimelate epimerase
1607,I6J27_08260,QRP17952,hypothetical protein
1608,I6J27_08265,QRP17953,hypothetical protein
1609,I6J27_08270,QRP17954,GTPase HflX
1610,I6J27_08275,QRP17955,purine/pyrimidine permease
1611,I6J27_08280,QRP17956,HPr family phosphocarrier protein
1612,I6J27_08285,QRP17957,PTS sugar transporter subunit IIA
1613,I6J27_08290,QRP17958,1-phosphofructokinase family hexose kinase
1614,I6J27_08295,QRP17959,phosphoenolpyruvate--protein phosphotransferase
1615,I6J27_08300,QRP20177,DeoR/GlpR transcriptional regulator
1616,I6J27_08305,QRP17960,transcriptional repressor LexA
1617,I6J27_08310,QRP20272,hypothetical protein
1618,I6J27_08315,QRP17961,transcriptional repressor NrdR
1619,I6J27_08320,QRP17962,ATP-dependent RNA helicase HrpA
1620,I6J27_08325,QRP17963,hypothetical protein
1621,I6J27_08330,QRP17964,LysR family transcriptional regulator
1622,I6J27_08335,QRP17965,peroxiredoxin
1623,I6J27_08340,QRP17966,carboxymuconolactone decarboxylase family protein
1624,I6J27_08345,QRP17967,DUF3516 domain-containing protein
1625,I6J27_08350,QRP17968,PAC2 family protein
1626,I6J27_08355,QRP17969,DUF4192 domain-containing protein
1627,I6J27_08360,QRP17970,UDP-glucose 4-epimerase GalE
1628,I6J27_08365,QRP20178,FeoA domain-containing protein
1629,I6J27_08370,QRP17971,sigma-70 family RNA polymerase sigma factor
1630,I6J27_08375,QRP17972,PAS domain-containing protein
1631,I6J27_08380,QRP17973,L-serine ammonia-lyase
1632,I6J27_08385,QRP17974,HAAAP family serine/threonine permease
1633,I6J27_08390,QRP17975,D-tyrosyl-tRNA(Tyr) deacylase
1634,I6J27_08395,QRP17976,methyltransferase
1635,I6J27_08400,QRP17977,DUF3099 domain-containing protein
1636,I6J27_08405,QRP17978,DUF3039 domain-containing protein
1637,I6J27_08410,QRP17979,DEAD/DEAH box helicase
1638,I6J27_08415,QRP17980,hypothetical protein
1639,I6J27_08420,QRP17981,6-carboxyhexanoate--CoA ligase
1640,I6J27_08425,QRP17982,8-amino-7-oxononanoate synthase
1641,I6J27_08430,QRP17983,hypothetical protein
1642,I6J27_08435,QRP17984,FAD-binding oxidoreductase
1643,I6J27_08440,QRP20179,GAF domain-containing protein
1644,I6J27_08445,QRP17985,alcohol dehydrogenase catalytic domain-containing protein
1645,I6J27_08450,QRP17986,hypothetical protein
1646,I6J27_08455,QRP17987,hypothetical protein
1647,I6J27_08460,QRP17988,alpha/beta hydrolase
1648,I6J27_08465,QRP17989,NAD(P)/FAD-dependent oxidoreductase
1649,I6J27_08470,QRP17990,4-aminobutyrate--2-oxoglutarate transaminase
1650,I6J27_08475,QRP17991,PucR family transcriptional regulator ligand-binding domain-containing protein
1651,I6J27_08480,QRP17992,GIY-YIG nuclease family protein
1652,I6J27_08485,QRP17993,hypothetical protein
1653,I6J27_08490,QRP17994,ATP-binding protein
1654,I6J27_08495,1655,IS3 family transposase
1655,I6J27_08500,1656,IS21 family transposase
1656,I6J27_08505,QRP17995,ATP-binding protein
1657,I6J27_08510,1658,IS3 family transposase
1658,I6J27_08515,QRP17996,IS21 family transposase
1659,I6J27_08520,QRP17997,"putative toxin-antitoxin system toxin component, PIN family"
1660,I6J27_08525,QRP17998,hypothetical protein
1661,I6J27_08530,QRP17999,DEAD/DEAH box helicase
1662,I6J27_08535,QRP18000,hypothetical protein
1663,I6J27_08540,QRP18001,dihydroxyacetone kinase subunit DhaK
1664,I6J27_08545,QRP20180,dihydroxyacetone kinase subunit L
1665,I6J27_08550,QRP18002,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM
1666,I6J27_08555,QRP18003,DUF2891 family protein
1667,I6J27_08560,QRP20181,two-component sensor histidine kinase
1668,I6J27_08565,QRP18004,response regulator transcription factor
1669,I6J27_08570,QRP18005,ABC transporter ATP-binding protein
1670,I6J27_08575,QRP18006,ABC transporter permease
1671,I6J27_08580,QRP18007,ABC transporter permease
1672,I6J27_08585,QRP18008,RNA polymerase sigma factor
1673,I6J27_08590,QRP18009,ROK family protein
1674,I6J27_08595,QRP18010,inositol monophosphatase
1675,I6J27_08600,QRP18011,DUF4193 domain-containing protein
1676,I6J27_08605,QRP20182,DUF3093 domain-containing protein
1677,I6J27_08610,QRP18012,dUTP diphosphatase
1678,I6J27_08615,QRP18013,DUF3710 domain-containing protein
1679,I6J27_08620,QRP18014,DUF3159 domain-containing protein
1680,I6J27_08625,QRP18015,class I SAM-dependent RNA methyltransferase
1681,I6J27_08630,QRP18016,1-deoxy-D-xylulose-5-phosphate synthase
1682,I6J27_08635,QRP18017,HRDC domain-containing protein
1683,I6J27_08640,QRP20183,DUF3000 domain-containing protein
1684,I6J27_08645,QRP18018,chlorite dismutase family protein
1685,I6J27_08650,QRP18019,peptide-methionine (R)-S-oxide reductase MsrB
1686,I6J27_08655,QRP20184,DUF2029 domain-containing protein
1687,I6J27_08660,QRP18020,dihydrofolate reductase family protein
1688,I6J27_08700,QRP18021,copper resistance protein CopC
1689,I6J27_08705,QRP18022,copper chaperone PCu(A)C
1690,I6J27_08710,QRP20185,Dyp-type peroxidase
1691,I6J27_08715,QRP18023,threonine--tRNA ligase
1692,I6J27_08720,QRP20186,HIT domain-containing protein
1693,I6J27_08725,QRP18024,CDP-alcohol phosphatidyltransferase family protein
1694,I6J27_08730,QRP18025,phosphatidylinositol mannoside acyltransferase
1695,I6J27_08735,QRP18026,glycosyltransferase family 4 protein
1696,I6J27_08740,QRP18027,hypothetical protein
1697,I6J27_08745,QRP18028,DUF2029 domain-containing protein
1698,I6J27_08750,QRP18029,DUF3817 domain-containing protein
1699,I6J27_08755,QRP18030,thioesterase family protein
1700,I6J27_08760,QRP18031,YebC/PmpR family DNA-binding transcriptional regulator
1701,I6J27_08765,QRP18032,crossover junction endodeoxyribonuclease RuvC
1702,I6J27_08770,QRP18033,Holliday junction branch migration protein RuvA
1703,I6J27_08775,QRP18034,Holliday junction branch migration DNA helicase RuvB
1704,I6J27_08780,QRP18035,preprotein translocase subunit YajC
1705,I6J27_08785,QRP18036,protein translocase subunit SecD
1706,I6J27_08790,QRP18037,protein translocase subunit SecF
1707,I6J27_08795,QRP18038,DNA-binding protein
1708,I6J27_08800,QRP18039,adenine phosphoribosyltransferase
1709,I6J27_08805,QRP18040,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase"
1710,I6J27_08810,QRP18041,DUF421 domain-containing protein
1711,I6J27_08815,QRP18042,hypothetical protein
1712,I6J27_08820,QRP18043,peptidylprolyl isomerase
1713,I6J27_08825,QRP18044,thiol peroxidase
1714,I6J27_08830,QRP20187,MBL fold metallo-hydrolase
1715,I6J27_08835,QRP18045,histidine--tRNA ligase
1716,I6J27_08840,QRP18046,TetR/AcrR family transcriptional regulator
1717,I6J27_08845,QRP18047,L-serine ammonia-lyase
1718,I6J27_08850,1719,carbon starvation protein A
1719,I6J27_08855,QRP20188,YbdD/YjiX family protein
1720,I6J27_08860,QRP18048,FMN reductase
1721,I6J27_08865,QRP18049,LLM class flavin-dependent oxidoreductase
1722,I6J27_08870,QRP20189,CBS domain-containing protein
1723,I6J27_08875,1724,inorganic phosphate transporter
1724,I6J27_08880,QRP18050,type II toxin-antitoxin system RelE/ParE family toxin
1725,I6J27_08885,QRP18051,hypothetical protein
1726,I6J27_08890,QRP20190,NYN domain-containing protein
1727,I6J27_08895,QRP18052,trypsin-like serine protease
1728,I6J27_08900,QRP18053,hypothetical protein
1729,I6J27_08905,QRP18054,hypothetical protein
1730,I6J27_08910,QRP18055,neutral zinc metallopeptidase
1731,I6J27_08915,QRP18056,aspartate--tRNA ligase
1732,I6J27_08920,QRP20191,phosphotransferase
1733,I6J27_08925,QRP18057,replication-associated recombination protein A
1734,I6J27_08930,QRP18058,alanine--tRNA ligase
1735,I6J27_08935,QRP18059,Holliday junction resolvase RuvX
1736,I6J27_08940,QRP20192,endolytic transglycosylase MltG
1737,I6J27_08945,QRP18060,shikimate dehydrogenase
1738,I6J27_08950,QRP18061,prepilin peptidase
1739,I6J27_08955,QRP18062,chorismate synthase
1740,I6J27_08960,QRP18063,shikimate kinase
1741,I6J27_08965,QRP18064,3-dehydroquinate synthase
1742,I6J27_08970,QRP20193,type II 3-dehydroquinate dehydratase
1743,I6J27_08975,QRP18065,aminopeptidase P family protein
1744,I6J27_08980,QRP18066,elongation factor P
1745,I6J27_08985,QRP18067,transcription antitermination factor NusB
1746,I6J27_08990,QRP20194,amino acid ABC transporter ATP-binding protein
1747,I6J27_08995,QRP18068,amino acid ABC transporter permease
1748,I6J27_09000,QRP18069,ABC transporter substrate-binding protein
1749,I6J27_09005,QRP18070,DUF368 domain-containing protein
1750,I6J27_09015,QRP18071,DNA polymerase I
1751,I6J27_09020,QRP18072,RDD family protein
1752,I6J27_09025,QRP18073,class I SAM-dependent methyltransferase
1753,I6J27_09030,QRP18074,30S ribosomal protein S1
1754,I6J27_09035,QRP18075,dephospho-CoA kinase
1755,I6J27_09040,QRP18076,DUF4259 domain-containing protein
1756,I6J27_09045,QRP18077,excinuclease ABC subunit UvrB
1757,I6J27_09050,QRP18078,universal stress protein
1758,I6J27_09055,QRP18079,DUF2183 domain-containing protein
1759,I6J27_09060,QRP18080,AAA family ATPase
1760,I6J27_09065,QRP18081,DoxX family membrane protein
1761,I6J27_09070,QRP18082,MBL fold metallo-hydrolase
1762,I6J27_09075,QRP18083,excinuclease ABC subunit UvrA
1763,I6J27_09080,QRP20195,S-adenosylmethionine synthetase
1764,I6J27_09085,QRP20196,translation initiation factor IF-3
1765,I6J27_09090,QRP18084,50S ribosomal protein L35
1766,I6J27_09095,QRP18085,50S ribosomal protein L20
1767,I6J27_09100,QRP18086,TM2 domain-containing protein
1768,I6J27_09105,QRP18087,RNA methyltransferase
1769,I6J27_09110,QRP18088,phenylalanine--tRNA ligase subunit alpha
1770,I6J27_09115,QRP18089,phenylalanine--tRNA ligase subunit beta
1771,I6J27_09120,QRP18090,N-acetyl-gamma-glutamyl-phosphate reductase
1772,I6J27_09125,QRP18091,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
1773,I6J27_09130,QRP18092,acetylglutamate kinase
1774,I6J27_09135,QRP18093,acetylornithine transaminase
1775,I6J27_09140,QRP18094,ornithine carbamoyltransferase
1776,I6J27_09145,QRP18095,arginine repressor
1777,I6J27_09150,QRP18096,argininosuccinate synthase
1778,I6J27_09155,QRP18097,argininosuccinate lyase
1779,I6J27_09160,QRP18098,Trm112 family protein
1780,I6J27_09165,QRP18099,tyrosine--tRNA ligase
1781,I6J27_09185,1782,hypothetical protein
1782,I6J27_09190,QRP18100,HAD-IIA family hydrolase
1783,I6J27_09195,QRP18101,hypothetical protein
1784,I6J27_09200,QRP18102,TlyA family RNA methyltransferase
1785,I6J27_09205,QRP18103,NAD kinase
1786,I6J27_09210,QRP18104,DNA repair protein RecN
1787,I6J27_09215,QRP18105,thiamine pyrophosphokinase
1788,I6J27_09220,QRP18106,copper transporter
1789,I6J27_09225,QRP18107,NUDIX hydrolase
1790,I6J27_09230,QRP18108,site-specific tyrosine recombinase XerD
1791,I6J27_09235,QRP20197,ParA family protein
1792,I6J27_09240,QRP18109,segregation/condensation protein A
1793,I6J27_09245,QRP18110,SMC-Scp complex subunit ScpB
1794,I6J27_09250,QRP20198,rRNA pseudouridine synthase
1795,I6J27_09255,QRP18111,(d)CMP kinase
1796,I6J27_09260,QRP18112,ribosome biogenesis GTPase Der
1797,I6J27_09265,QRP18113,anaerobic C4-dicarboxylate transporter
1798,I6J27_09270,QRP18114,class I SAM-dependent methyltransferase
1799,I6J27_09275,QRP18115,ABC transporter ATP-binding protein
1800,I6J27_09280,QRP18116,ABC transporter ATP-binding protein
1801,I6J27_09285,QRP20199,feruloyl esterase
1802,I6J27_09290,QRP18117,site-specific DNA-methyltransferase
1803,I6J27_09295,QRP18118,antitoxin
1804,I6J27_09300,QRP18119,IS3 family transposase
1805,I6J27_09305,QRP18120,NUDIX hydrolase
1806,I6J27_09310,QRP18121,IS256 family transposase
1807,I6J27_09315,1808,transposase
1808,I6J27_09320,1809,ImmA/IrrE family metallo-endopeptidase
1809,I6J27_09325,QRP18122,IS21 family transposase
1810,I6J27_09330,1811,IS3 family transposase
1811,I6J27_09335,QRP18123,hypothetical protein
1812,I6J27_09340,1813,IS110 family transposase
1813,I6J27_09345,QRP18124,helix-turn-helix domain-containing protein
1814,I6J27_09350,QRP18125,IS3 family transposase
1815,I6J27_09355,QRP18126,IS3 family transposase
1816,I6J27_09360,1817,transposase
1817,I6J27_09370,QRP18127,hypothetical protein
1818,I6J27_09375,QRP18128,alpha/beta fold hydrolase
1819,I6J27_09380,QRP18129,accessory Sec system translocase SecA2
1820,I6J27_09385,QRP18130,FHA domain-containing protein
1821,I6J27_09390,QRP18131,MerR family transcriptional regulator
1822,I6J27_09395,QRP18132,bifunctional nuclease family protein
1823,I6J27_09400,QRP18133,MerR family transcriptional regulator
1824,I6J27_09405,QRP18134,VWA domain-containing protein
1825,I6J27_09410,QRP18135,3-methyladenine DNA glycosylase
1826,I6J27_09415,QRP18136,DEAD/DEAH box helicase
1827,I6J27_09420,QRP18137,NADP-dependent phosphogluconate dehydrogenase
1828,I6J27_09425,QRP18138,PaaI family thioesterase
1829,I6J27_09430,QRP18139,magnesium/cobalt transporter CorA
1830,I6J27_09435,QRP18140,class I SAM-dependent methyltransferase
1831,I6J27_09440,QRP18141,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
1832,I6J27_09445,QRP18142,NAD(P)/FAD-dependent oxidoreductase
1833,I6J27_09450,QRP18143,IS3 family transposase
1834,I6J27_09455,QRP18144,class I SAM-dependent methyltransferase
1835,I6J27_09460,QRP18145,FAD-binding oxidoreductase
1836,I6J27_09465,QRP18146,bile acid:sodium symporter family protein
1837,I6J27_09470,QRP18147,hypothetical protein
1838,I6J27_09475,QRP18148,YceI family protein
1839,I6J27_09480,QRP20200,hypothetical protein
1840,I6J27_09485,QRP18149,RNA polymerase-binding protein RbpA
1841,I6J27_09490,QRP18150,polyprenol monophosphomannose synthase
1842,I6J27_09495,QRP18151,apolipoprotein N-acyltransferase
1843,I6J27_09500,QRP18152,FxsA family protein
1844,I6J27_09505,QRP18153,hypothetical protein
1845,I6J27_09510,QRP18154,SDR family oxidoreductase
1846,I6J27_09515,QRP18155,aminopeptidase P family protein
1847,I6J27_09520,QRP18156,DEAD/DEAH box helicase
1848,I6J27_09525,QRP20201,twin-arginine translocase subunit TatC
1849,I6J27_09530,QRP18157,Sec-independent protein translocase subunit TatA
1850,I6J27_09535,QRP18158,WYL domain-containing protein
1851,I6J27_09540,QRP18159,WYL domain-containing protein
1852,I6J27_09545,QRP20202,Pup--protein ligase
1853,I6J27_09550,QRP18160,ubiquitin-like protein Pup
1854,I6J27_09555,QRP18161,proteasome accessory factor PafA2
1855,I6J27_09560,QRP18162,proteasome ATPase
1856,I6J27_09565,QRP18163,tRNA (adenine-N1)-methyltransferase
1857,I6J27_09570,QRP18164,M18 family aminopeptidase
1858,I6J27_09575,QRP18165,RecB family exonuclease
1859,I6J27_09580,QRP18166,formate--tetrahydrofolate ligase
1860,I6J27_09585,QRP18167,anaerobic C4-dicarboxylate transporter
1861,I6J27_09590,QRP18168,aspartate ammonia-lyase
1862,I6J27_09595,QRP18169,ATP phosphoribosyltransferase
1863,I6J27_09600,QRP18170,phosphoribosyl-ATP diphosphatase
1864,I6J27_09605,QRP18171,HAD family phosphatase
1865,I6J27_09610,QRP18172,hypothetical protein
1866,I6J27_09615,QRP18173,cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
1867,I6J27_09620,QRP20203,undecaprenyl-diphosphate phosphatase
1868,I6J27_09625,QRP18174,hypothetical protein
1869,I6J27_09630,QRP18175,quinone-dependent dihydroorotate dehydrogenase
1870,I6J27_09635,QRP20204,hypothetical protein
1871,I6J27_09640,QRP18176,YbhB/YbcL family Raf kinase inhibitor-like protein
1872,I6J27_09650,QRP20205,VTT domain-containing protein
1873,I6J27_09655,QRP18177,TVP38/TMEM64 family protein
1874,I6J27_09660,QRP18178,MarR family transcriptional regulator
1875,I6J27_09665,QRP18179,DUF3097 domain-containing protein
1876,I6J27_09670,QRP18180,hypothetical protein
1877,I6J27_09675,QRP18181,ferrochelatase
1878,I6J27_09680,QRP18182,C40 family peptidase
1879,I6J27_09685,QRP18183,hypothetical protein
1880,I6J27_09690,QRP18184,hypothetical protein
1881,I6J27_09695,QRP18185,aconitate hydratase
1882,I6J27_09700,QRP18186,TetR/AcrR family transcriptional regulator
1883,I6J27_09705,QRP18187,NAD(P)H-binding protein
1884,I6J27_09710,QRP18188,ACT domain-containing protein
1885,I6J27_09715,QRP18189,PFL family protein
1886,I6J27_09720,QRP18190,ATP-binding cassette domain-containing protein
1887,I6J27_09725,QRP18191,ABC transporter permease
1888,I6J27_09730,QRP18192,ECF transporter S component
1889,I6J27_09735,QRP18193,nucleoside hydrolase
1890,I6J27_09740,QRP18194,ABC-F family ATP-binding cassette domain-containing protein
